年,月,日,時,気温(℃),風速(m/s),風速(m/s),降水量(mm),降水量(mm)
2018,11,2,17,14.3,1.5,東南東,0,1
2018,11,2,18,14.0,2.4,南南東,0,1
2018,11,2,19,16.1,4.1,南東,0,1
2018,11,2,20,15.0,2.4,南南東,0,1
2018,11,2,21,15.3,2.2,南東,0,1
2018,11,2,22,15.5,2.8,南南東,0,1
2018,11,2,23,15.3,2.1,南東,0,1
2018,11,2,24,13.1,1.3,南南東,0,1
2018,11,3,1,12.6,2.7,北西,0,1
2018,11,3,2,11.8,2.6,北西,0,1
2018,11,3,3,11.9,1.8,北北西,0,1
2018,11,3,4,11.2,1.8,北北西,0,1
2018,11,3,5,10.8,2.4,北,0,1
2018,11,3,6,10.8,1.7,北北西,0,1
2018,11,3,7,11.7,1.6,北北西,0,1
2018,11,3,8,13.4,2.1,北西,0,1
2018,11,3,9,15.3,2.6,北西,0,1
2018,11,3,10,16.5,1.5,北北西,0,1
2018,11,3,11,17.9,1.4,北北東,0,1
2018,11,3,12,18.9,2.1,東南東,0,1
2018,11,3,13,18.8,1.6,南,0,1
2018,11,3,14,18.9,3.3,南,0,1
2018,11,3,15,18.6,2.9,南南東,0,1
2018,11,3,16,17.5,2.2,南,0,1
2018,11,3,17,16.5,2.1,南,0,1
2018,11,3,18,17.3,3.0,南南東,0,1
2018,11,3,19,16.0,1.9,南東,0,1
2018,11,3,20,14.6,1.8,南南東,0,1
2018,11,3,21,14.3,1.2,南南東,0,1
2018,11,3,22,13.8,0.7,東南東,0,1
2018,11,3,23,14.0,1.5,東北東,0,1
2018,11,3,24,13.9,1.1,北,0,1
2018,11,4,1,13.5,2.5,西北西,0,1
2018,11,4,2,13.4,2.0,北西,0,1
2018,11,4,3,13.3,2.7,北北西,0,1
2018,11,4,4,13.8,2.3,北西,0,1
2018,11,4,5,14.0,2.1,北北西,0,1
2018,11,4,6,13.9,1.7,北北西,0.0,0
2018,11,4,7,13.9,1.7,北北西,0,1
2018,11,4,8,14.2,3.2,北北西,0,1
2018,11,4,9,14.9,3.4,北西,0,1
2018,11,4,10,15.2,2.5,北北西,0,1
2018,11,4,11,15.7,2.2,北西,0.0,0
2018,11,4,12,15.7,3.6,北西,0.0,0
2018,11,4,13,15.7,3.6,北西,0.0,0
2018,11,4,14,16.0,2.3,西北西,0.0,0
2018,11,4,15,15.7,1.4,北北西,0.0,0
2018,11,4,16,16.0,0.6,北,0.0,0
2018,11,4,17,15.0,1.3,北,0.0,0
2018,11,4,18,14.7,1.9,北西,0.0,0
2018,11,4,19,14.6,1.1,北西,0.0,0
2018,11,4,20,14.8,1.7,北北西,0,1
2018,11,4,21,15.0,1.4,北北西,0.0,0
2018,11,4,22,15.1,1.8,北西,0.0,0
2018,11,4,23,15.3,2.4,北西,0,1
2018,11,4,24,15.3,1.5,北,0.0,0
2018,11,5,1,15.1,1.8,北西,0,1
2018,11,5,2,15.3,1.8,北北西,0,1
2018,11,5,3,15.1,2.0,北西,0.0,0
2018,11,5,4,14.9,1.9,北北西,1.5,0
2018,11,5,5,14.7,2.0,北北西,0.0,0
2018,11,5,6,14.6,2.3,北西,0,1
2018,11,5,7,14.8,2.7,北西,0.0,0
2018,11,5,8,15.5,2.6,北西,0.0,0
2018,11,5,9,15.7,1.6,北北西,0.0,0
2018,11,5,10,18.0,2.0,北西,0,1
2018,11,5,11,19.4,1.5,北北西,0,1
2018,11,5,12,19.9,1.4,北北西,0,1
2018,11,5,13,20.6,1.3,西北西,0.0,0
2018,11,5,14,21.2,1.5,西,0,1
2018,11,5,15,21.5,2.0,南東,0,1
2018,11,5,16,20.4,1.6,南,0,1
2018,11,5,17,20.5,3.3,南東,0.0,0
2018,11,5,18,20.8,2.8,南東,0.0,0
2018,11,5,19,19.4,3.0,南,0.0,0
2018,11,5,20,19.0,1.0,北北西,0.0,0
2018,11,5,21,19.0,2.2,南南東,0,1
2018,11,5,22,18.8,1.2,北西,0.0,0
2018,11,5,23,18.7,1.8,北西,0,1
2018,11,5,24,18.4,0.8,北北西,0,1
2018,11,6,1,17.4,1.8,北北東,0,1
2018,11,6,2,17.0,1.5,北,0,1
2018,11,6,3,16.9,1.2,北北東,0,1
2018,11,6,4,17.5,1.2,北北西,0,1
2018,11,6,5,17.4,1.9,北,0.0,0
2018,11,6,6,17.3,1.2,北,0.0,0
2018,11,6,7,17.8,2.2,北北東,0,1
2018,11,6,8,18.3,2.5,北北東,0.0,0
2018,11,6,9,19.0,1.8,北,0,1
2018,11,6,10,20.3,1.9,北北西,0.0,0
2018,11,6,11,19.9,2.6,北北西,0.0,0
2018,11,6,12,18.5,2.0,北西,4.5,0
2018,11,6,13,17.9,2.3,北北西,6.0,0
2018,11,6,14,17.5,1.7,北北西,12.0,0
2018,11,6,15,17.6,2.2,北北西,3.0,0
2018,11,6,16,17.6,1.9,北北東,2.0,0
2018,11,6,17,17.1,2.2,北北東,2.0,0
2018,11,6,18,17.2,0.9,南南東,2.0,0
2018,11,6,19,17.2,2.5,北北東,3.5,0
2018,11,6,20,17.1,2.1,北,0.0,0
2018,11,6,21,17.1,2.1,北,0.0,0
2018,11,6,22,16.9,2.2,北,0.5,0
2018,11,6,23,16.7,2.0,北北西,0.0,0
2018,11,6,24,16.3,2.6,北北西,0.0,0
2018,11,7,1,15.8,1.3,北西,0.0,0
2018,11,7,2,15.7,2.6,北西,0.0,0
2018,11,7,3,15.5,2.1,北北西,0.0,0
2018,11,7,4,15.3,1.3,北北西,0.0,0
2018,11,7,5,15.3,1.6,北北東,0.0,0
2018,11,7,6,14.9,2.3,北東,0,1
2018,11,7,7,15.2,2.2,北北東,0,1
2018,11,7,8,16.3,2.3,東北東,0,1
2018,11,7,9,16.7,3.9,北北東,0,1
2018,11,7,10,17.8,2.4,北東,0,1
2018,11,7,11,19.5,3.4,北東,0,1
2018,11,7,12,18.9,3.7,北東,0,1
2018,11,7,13,19.4,4.7,北北東,0,1
2018,11,7,14,19.4,4.0,北東,0,1
2018,11,7,15,18.7,4.9,東北東,0,1
2018,11,7,16,17.8,3.3,北東,0,1
2018,11,7,17,17.5,2.9,北東,0,1
2018,11,7,18,17.3,2.8,北北東,0,1
2018,11,7,19,16.0,2.7,北北東,0,1
2018,11,7,20,16.4,2.9,北北東,0,1
2018,11,7,21,15.6,2.2,北北東,0,1
2018,11,7,22,15.4,3.5,北北東,0,1
2018,11,7,23,14.5,1.4,北,0,1
2018,11,7,24,13.9,1.3,北,0,1
2018,11,8,1,14.8,2.8,北北西,0,1
2018,11,8,2,14.8,2.8,北西,0,1
2018,11,8,3,14.3,2.1,北西,0,1
2018,11,8,4,13.9,2.3,北北西,0,1
2018,11,8,5,13.6,2.9,北北西,0,1
2018,11,8,6,13.6,2.8,北北西,0,1
2018,11,8,7,14.0,2.5,北北西,0,1
2018,11,8,8,15.2,3.3,北西,0,1
2018,11,8,9,17.1,3.4,北西,0,1
2018,11,8,10,18.3,2.9,北,0,1
2018,11,8,11,19.0,2.4,北,0,1
2018,11,8,12,19.9,2.2,北北西,0,1
2018,11,8,13,20.3,2.5,北北東,0,1
2018,11,8,14,19.5,2.4,北,0,1
2018,11,8,15,19.5,4.0,北北東,0,1
2018,11,8,16,17.9,2.4,北東,0,1
2018,11,8,17,18.2,1.7,北北東,0,1
2018,11,8,18,17.8,3.0,北北東,0,1
2018,11,8,19,17.8,3.1,北北東,0,1
2018,11,8,20,17.5,3.2,北北東,0,1
2018,11,8,21,17.6,1.8,北,0,1
2018,11,8,22,17.4,2.3,北北東,0.0,0
2018,11,8,23,17.1,1.8,北,0.0,0
2018,11,8,24,15.6,1.7,北北西,0.0,0
2018,11,9,1,14.9,3.2,北西,0.0,0
2018,11,9,2,14.6,1.9,北北西,1.0,0
2018,11,9,3,14.2,2.0,北北西,0.5,0
2018,11,9,4,14.2,2.4,北北西,0.0,0
2018,11,9,5,14.4,2.1,北北西,0.0,0
2018,11,9,6,14.4,1.7,北西,0.0,0
2018,11,9,7,14.6,2.6,西北西,0.5,0
2018,11,9,8,14.5,2.0,北北西,0.0,0
2018,11,9,9,14.5,2.0,北北西,0.5,0
2018,11,9,10,14.8,1.8,北西,0.0,0
2018,11,9,11,15.5,1.2,北北東,0.0,0
2018,11,9,12,16.7,1.2,北東,0,1
2018,11,9,13,17.0,0.9,北西,0.0,0
2018,11,9,14,16.3,1.1,北西,0.5,0
2018,11,9,15,16.4,2.0,南南西,1.5,0
2018,11,9,16,16.2,2.2,西北西,1.5,0
2018,11,9,17,16.5,3.2,南南東,0.5,0
2018,11,9,18,16.6,1.6,北北西,0.5,0
2018,11,9,19,16.1,1.6,北北東,0,1
2018,11,9,20,16.2,1.1,北東,0,1
2018,11,9,21,16.3,1.0,北東,0,1
2018,11,9,22,16.1,1.8,北西,0,1
2018,11,9,23,16.3,1.5,北西,0,1
2018,11,9,24,16.2,1.7,西北西,0.0,0
2018,11,10,1,16.0,1.3,北北西,0.5,0
2018,11,10,2,15.9,0.7,北,0.0,0
2018,11,10,3,15.7,2.9,北西,0,1
2018,11,10,4,15.7,0.9,北西,0,1
2018,11,10,5,15.5,1.8,北西,0,1
2018,11,10,6,15.6,1.1,北西,0,1
2018,11,10,7,15.8,1.9,北西,0,1
2018,11,10,8,16.4,0.9,北西,0,1
2018,11,10,9,17.6,1.1,北北西,0,1
2018,11,10,10,19.8,1.9,西北西,0,1
2018,11,10,11,20.8,2.2,北北東,0,1
2018,11,10,12,21.8,2.5,北北東,0,1
2018,11,10,13,22.1,3.3,東北東,0,1
2018,11,10,14,22.5,1.8,東北東,0,1
2018,11,10,15,21.7,2.8,東北東,0,1
2018,11,10,16,21.1,2.0,東,0,1
2018,11,10,17,20.6,3.7,東南東,0,1
2018,11,10,18,19.7,2.9,東北東,0.0,0
2018,11,10,19,17.5,2.7,東北東,1.0,0
2018,11,10,20,17.2,2.2,東北東,0.0,0
2018,11,10,21,16.0,3.1,北東,0.0,0
2018,11,10,22,16.2,2.0,北北西,0,1
2018,11,10,23,15.9,1.8,西北西,0,1
2018,11,10,24,16.1,2.7,北西,0,1
2018,11,11,1,15.6,2.6,北西,0,1
2018,11,11,2,15.3,1.1,北北西,0,1
2018,11,11,3,14.9,1.2,北北東,0,1
2018,11,11,4,15.0,1.9,北西,0,1
2018,11,11,5,15.4,1.4,北,0,1
2018,11,11,6,13.8,1.2,北東,0,1
2018,11,11,7,14.2,2.2,北東,0,1
2018,11,11,8,15.3,1.3,東北東,0,1
2018,11,11,9,17.2,0.7,西,0,1
2018,11,11,10,18.6,1.3,西南西,0,1
2018,11,11,11,19.6,1.6,南,0,1
2018,11,11,12,19.5,2.4,南,0,1
2018,11,11,13,19.6,2.6,南,0,1
2018,11,11,14,19.1,2.8,南東,0,1
2018,11,11,15,18.3,2.5,南東,0,1
2018,11,11,16,16.2,1.0,南南東,0,1
2018,11,11,17,15.6,1.6,南南西,0,1
2018,11,11,18,15.4,2.1,南南東,0,1
2018,11,11,19,16.0,2.0,南東,0,1
2018,11,11,20,15.8,3.1,南東,0,1
2018,11,11,21,16.0,2.9,南南東,0,1
2018,11,11,22,15.1,2.1,南南東,0,1
2018,11,11,23,14.8,2.0,南,0,1
2018,11,11,24,14.9,2.9,北西,0,1
2018,11,12,1,14.9,2.7,西北西,0,1
2018,11,12,2,14.3,2.1,北西,0,1
2018,11,12,3,14.2,1.9,北北西,0,1
2018,11,12,4,14.3,2.1,北北西,0,1
2018,11,12,5,14.4,2.5,北北西,0,1
2018,11,12,6,14.0,3.2,北西,0.0,0
2018,11,12,7,13.4,1.1,北東,0.0,0
2018,11,12,8,13.1,0.5,北東,0.0,0
2018,11,12,9,14.7,2.5,北西,0.5,0
2018,11,12,10,15.1,1.6,北西,0,1
2018,11,12,11,15.9,1.4,北北西,0,1
2018,11,12,12,16.9,1.5,北北東,0,1
2018,11,12,13,18.0,1.3,北,0,1
2018,11,12,14,18.2,1.8,北,0,1
2018,11,12,15,18.2,0.7,西,0,1
2018,11,12,16,17.0,1.6,北西,0,1
2018,11,12,17,16.8,1.7,西北西,0,1
2018,11,12,18,16.7,1.8,北西,0,1
2018,11,12,19,16.0,0.3,西北西,0.0,0
2018,11,12,20,16.4,1.5,北,0,1
2018,11,12,21,15.8,1.2,北,0,1
2018,11,12,22,15.9,1.8,北西,0,1
2018,11,12,23,15.8,1.8,北東,0,1
2018,11,12,24,16.2,2.4,北東,0,1
2018,11,13,1,16.2,1.5,北北西,0.0,0
2018,11,13,2,14.8,1.5,北北西,1.5,0
2018,11,13,3,14.6,1.2,北北西,0.0,0
2018,11,13,4,14.1,2.4,北東,0,1
2018,11,13,5,14.1,2.6,北,0,1
2018,11,13,6,14.4,1.8,北北東,0,1
2018,11,13,7,14.7,3.0,北北東,0,1
2018,11,13,8,15.1,3.2,北東,0,1
2018,11,13,9,15.2,3.0,北北東,0,1
2018,11,13,10,15.4,3.1,北北東,0.0,0
2018,11,13,11,15.6,2.4,北東,0,1
2018,11,13,12,15.9,2.5,北東,0,1
2018,11,13,13,15.6,3.3,北北東,0,1
2018,11,13,14,15.9,2.4,北東,0,1
2018,11,13,15,15.9,2.8,北北東,0,1
2018,11,13,16,15.4,2.7,北東,0,1
2018,11,13,17,14.9,3.0,北東,0,1
2018,11,13,18,15.0,3.8,北東,0,1
2018,11,13,19,14.8,3.7,北北東,0,1
2018,11,13,20,14.7,3.3,北北東,0,1
2018,11,13,21,14.4,3.8,北北東,0.0,0
2018,11,13,22,14.0,4.2,北北東,0.0,0
2018,11,13,23,13.8,3.3,北北東,0.0,0
2018,11,13,24,12.7,2.4,北,0.0,0
2018,11,14,1,12.9,2.1,北北東,0.0,0
2018,11,14,2,13.1,2.5,北,0.0,0
2018,11,14,3,12.8,2.2,北,0.0,0
2018,11,14,4,13.0,2.0,北,0.0,0
2018,11,14,5,12.8,2.4,北,0,1
2018,11,14,6,12.9,1.9,北北西,0,1
2018,11,14,7,12.0,2.4,北北西,0,1
2018,11,14,8,13.3,3.1,北,0,1
2018,11,14,9,14.4,1.6,北,0,1
2018,11,14,10,14.0,3.2,北,0,1
2018,11,14,11,15.1,3.4,北北西,0,1
2018,11,14,12,16.1,3.0,北北西,0,1
2018,11,14,13,15.7,2.7,北北西,0,1
2018,11,14,14,16.0,2.9,北北東,0,1
2018,11,14,15,15.7,2.9,北北東,0,1
2018,11,14,16,15.5,2.5,北,0,1
2018,11,14,17,14.6,4.0,東北東,0,1
2018,11,14,18,14.3,3.9,東,0,1
2018,11,14,19,13.0,2.2,東,0,1
2018,11,14,20,13.5,2.7,北東,0,1
2018,11,14,21,12.9,2.1,北北東,0,1
2018,11,14,22,12.4,3.3,北北東,0,1
2018,11,14,23,10.9,2.3,北,0,1
2018,11,14,24,10.2,2.1,北,0,1
2018,11,15,1,11.4,1.8,北北西,0,1
2018,11,15,2,10.5,2.5,北北西,0,1
2018,11,15,3,10.5,2.4,北西,0,1
2018,11,15,4,9.5,2.3,北,0,1
2018,11,15,5,9.3,1.7,北北西,0,1
2018,11,15,6,9.4,2.6,北北西,0,1
2018,11,15,7,9.4,2.4,北北西,0,1
2018,11,15,8,10.8,2.8,北北西,0,1
2018,11,15,9,13.0,2.9,北西,0,1
2018,11,15,10,14.4,2.2,北北東,0,1
2018,11,15,11,15.6,2.2,北東,0,1
2018,11,15,12,16.1,2.9,東北東,0,1
2018,11,15,13,15.9,2.3,北東,0,1
2018,11,15,14,15.8,1.8,北東,0,1
2018,11,15,15,15.2,2.1,北北西,0,1
2018,11,15,16,14.3,2.1,北北東,0,1
2018,11,15,17,15.1,2.8,東南東,0,1
2018,11,15,18,13.5,2.6,南東,0,1
2018,11,15,19,13.4,3.2,東,0,1
2018,11,15,20,12.1,2.1,南東,0,1
2018,11,15,21,11.2,1.5,南東,0,1
2018,11,15,22,11.5,2.0,南東,0,1
2018,11,15,23,11.0,0.7,東南東,0,1
2018,11,15,24,10.6,0.8,北東,0,1
2018,11,16,1,10.9,2.3,北西,0,1
2018,11,16,2,10.1,1.6,北北西,0,1
2018,11,16,3,9.9,2.0,北北西,0,1
2018,11,16,4,9.5,2.1,北西,0,1
2018,11,16,5,9.1,1.8,北西,0,1
2018,11,16,6,8.7,2.8,北北西,0,1
2018,11,16,7,9.1,1.5,北西,0,1
2018,11,16,8,10.4,1.2,北西,0,1
2018,11,16,9,12.2,2.5,北北西,0,1
2018,11,16,10,13.8,1.7,北,0,1
2018,11,16,11,15.9,1.8,北北西,0,1
2018,11,16,12,16.3,1.4,南東,0,1
2018,11,16,13,16.8,2.7,南南西,0,1
2018,11,16,14,16.7,2.1,南,0,1
2018,11,16,15,16.8,3.3,南,0,1
2018,11,16,16,15.2,1.8,南東,0,1
2018,11,16,17,14.5,1.9,南南東,0,1
2018,11,16,18,14.4,1.4,東南東,0,1
2018,11,16,19,14.9,2.2,北東,0,1
2018,11,16,20,14.8,2.0,北北東,0,1
2018,11,16,21,13.8,1.4,北,0,1
2018,11,16,22,13.5,2.2,北西,0,1
2018,11,16,23,13.1,3.2,北西,0,1
2018,11,16,24,12.7,2.5,北西,0,1
2018,11,17,1,12.2,0.7,北北東,0,1
2018,11,17,2,12.2,1.9,北西,0,1
2018,11,17,3,12.0,1.0,北西,0,1
2018,11,17,4,12.5,1.4,北北西,0,1
2018,11,17,5,12.0,1.6,北北西,0,1
2018,11,17,6,11.8,1.4,北北西,0,1
2018,11,17,7,11.8,1.7,北西,0,1
2018,11,17,8,13.4,1.0,北北東,0,1
2018,11,17,9,15.2,1.0,西北西,0,1
2018,11,17,10,16.7,1.2,北北東,0,1
2018,11,17,11,17.8,3.1,西北西,0,1
2018,11,17,12,18.3,2.4,北西,0,1
2018,11,17,13,19.1,3.1,北北東,0,1
2018,11,17,14,18.8,2.9,北東,0,1
2018,11,17,15,18.0,3.0,北北東,0,1
2018,11,17,16,17.0,2.8,北東,0,1
2018,11,17,17,16.5,3.8,東北東,0,1
2018,11,17,18,16.0,3.2,東,0,1
2018,11,17,19,15.1,2.7,東北東,0,1
2018,11,17,20,15.0,2.3,東北東,0,1
2018,11,17,21,14.3,2.7,北東,0,1
2018,11,17,22,14.0,2.3,北東,0,1
2018,11,17,23,14.3,1.8,北北東,0,1
2018,11,17,24,13.7,1.1,北北西,0,1
2018,11,18,1,13.1,1.4,北東,0,1
2018,11,18,2,12.7,1.7,北東,0,1
2018,11,18,3,12.8,1.8,北,0,1
2018,11,18,4,12.3,2.1,北北東,0,1
2018,11,18,5,11.6,1.8,北,0,1
2018,11,18,6,11.3,1.5,北北西,0,1
2018,11,18,7,11.0,1.8,北,0,1
2018,11,18,8,12.4,1.7,北北東,0,1
2018,11,18,9,13.2,3.1,北北東,0,1
2018,11,18,10,13.9,1.8,北,0,1
2018,11,18,11,15.1,2.2,北北東,0,1
2018,11,18,12,15.7,1.3,北,0,1
2018,11,18,13,16.1,1.6,北北西,0,1
2018,11,18,14,15.8,1.4,東,0,1
2018,11,18,15,15.9,1.9,東,0,1
2018,11,18,16,15.4,2.3,東,0,1
2018,11,18,17,14.7,3.2,東北東,0,1
2018,11,18,18,14.3,3.2,北東,0,1
2018,11,18,19,14.2,2.5,北東,0,1
2018,11,18,20,14.0,2.8,東北東,0,1
2018,11,18,21,14.2,3.5,東北東,0,1
2018,11,18,22,14.1,2.3,北東,0.0,0
2018,11,18,23,14.0,1.0,北東,0,1
2018,11,18,24,13.6,1.0,北東,0.0,0
2018,11,19,1,12.6,1.2,東北東,0.0,0
2018,11,19,2,12.5,2.5,北東,0.0,0
2018,11,19,3,12.8,1.7,北,0,1
2018,11,19,4,12.6,2.7,北北西,0,1
2018,11,19,5,12.6,3.4,北北西,0,1
2018,11,19,6,12.6,2.6,北,0,1
2018,11,19,7,12.7,2.2,北北東,0,1
2018,11,19,8,13.0,1.5,北,0,1
2018,11,19,9,13.5,2.7,北北西,0,1
2018,11,19,10,14.4,2.4,北西,0,1
2018,11,19,11,15.0,1.9,北西,0,1
2018,11,19,12,15.1,2.1,西北西,0,1
2018,11,19,13,16.0,1.0,南南東,0,1
2018,11,19,14,15.1,1.2,南南東,0.0,0
2018,11,19,15,15.8,1.3,東北東,0.0,0
2018,11,19,16,15.5,2.0,東北東,0.0,0
2018,11,19,17,14.2,2.7,東南東,0.0,0
2018,11,19,18,13.3,2.1,南南東,0.5,0
2018,11,19,19,13.2,1.0,西北西,0.0,0
2018,11,19,20,13.3,1.1,西,0.0,0
2018,11,19,21,13.3,1.1,北,1.5,0
2018,11,19,22,11.7,3.2,北北西,5.0,0
2018,11,19,23,10.9,3.3,北東,0.5,0
2018,11,19,24,10.9,1.0,北,1.0,0
2018,11,20,1,10.6,2.3,北北西,0.5,0
2018,11,20,2,9.8,3.4,北西,0.0,0
2018,11,20,3,9.6,3.5,北北西,0.0,0
2018,11,20,4,9.5,2.5,北北西,0.0,0
2018,11,20,5,9.7,3.3,北北東,0.5,0
2018,11,20,6,9.8,3.6,北東,0,1
2018,11,20,7,9.8,2.3,北東,0,1
2018,11,20,8,10.5,2.7,北東,0,1
2018,11,20,9,11.3,2.5,北東,0,1
2018,11,20,10,12.9,2.5,北東,0,1
2018,11,20,11,13.5,1.3,北東,0,1
2018,11,20,12,13.7,2.3,北東,0,1
2018,11,20,13,14.0,1.7,東南東,0,1
2018,11,20,14,13.8,1.3,西北西,0,1
2018,11,20,15,13.5,1.9,東,0,1
2018,11,20,16,12.7,1.9,北,0,1
2018,11,20,17,12.7,1.3,北東,0,1
2018,11,20,18,12.4,2.1,東,0,1
2018,11,20,19,11.1,1.3,北東,0,1
2018,11,20,20,11.3,1.7,東北東,0,1
2018,11,20,21,9.8,1.2,東北東,0,1
2018,11,20,22,10.0,1.7,東,0,1
2018,11,20,23,9.7,1.9,東南東,0,1
2018,11,20,24,8.5,2.3,西北西,0,1
2018,11,21,1,8.7,2.6,北西,0,1
2018,11,21,2,7.5,1.7,北西,0,1
2018,11,21,3,7.1,1.5,北北西,0,1
2018,11,21,4,7.1,1.5,北北東,0,1
2018,11,21,5,7.1,1.2,北西,0,1
2018,11,21,6,5.8,0.7,北西,0,1
2018,11,21,7,6.9,1.2,北西,0,1
2018,11,21,8,8.8,1.5,北西,0,1
2018,11,21,9,11.3,0.7,西北西,0,1
2018,11,21,10,13.1,1.2,北西,0,1
2018,11,21,11,13.7,0.8,南,0,1
2018,11,21,12,15.0,2.4,南東,0,1
2018,11,21,13,16.0,3.0,南南東,0,1
2018,11,21,14,15.9,2.0,南,0,1
2018,11,21,15,15.1,1.0,東,0,1
2018,11,21,16,13.7,2.2,南南東,0,1
2018,11,21,17,12.4,0.8,南,0,1
2018,11,21,18,12.8,0.9,西南西,0,1
2018,11,21,19,14.2,2.7,北北東,0,1
2018,11,21,20,14.8,1.5,東北東,0,1
2018,11,21,21,14.0,1.9,北,0,1
2018,11,21,22,13.3,2.8,北北西,0,1
2018,11,21,23,13.0,2.3,北西,0.0,0
2018,11,21,24,10.2,1.7,北西,1.5,0
2018,11,22,1,10.3,2.1,北,2.0,0
2018,11,22,2,9.3,3.5,北西,1.5,0
2018,11,22,3,8.9,1.9,北北西,0.0,0
2018,11,22,4,8.9,1.9,北北西,0.5,0
2018,11,22,5,9.0,2.5,北北西,0.0,0
2018,11,22,6,9.2,2.1,北北西,0,1
2018,11,22,7,9.6,2.7,北北西,0,1
2018,11,22,8,10.6,3.4,北北西,0,1
2018,11,22,9,11.3,2.8,北北西,0,1
2018,11,22,10,12.4,1.7,北,0,1
2018,11,22,11,12.4,3.3,北西,0,1
2018,11,22,12,12.8,3.1,北西,0,1
2018,11,22,13,12.9,2.1,西北西,0.0,0
2018,11,22,14,12.3,1.3,西,0.0,0
2018,11,22,15,12.3,2.8,北西,0,1
2018,11,22,16,12.6,1.0,西,0,1
2018,11,22,17,10.9,1.2,北西,0,1
2018,11,22,18,9.9,0.6,南西,0,1
2018,11,22,19,9.6,0.8,西南西,0,1
2018,11,22,20,9.8,2.1,西北西,0,1
2018,11,22,21,11.3,2.2,北北西,0,1
2018,11,22,22,10.0,1.0,西,0,1
2018,11,22,23,9.0,1.4,西北西,0,1
2018,11,22,24,10.3,2.0,北西,0,1
2018,11,23,1,10.2,2.2,北,0,1
2018,11,23,2,10.0,3.4,北北西,0,1
2018,11,23,3,8.5,1.4,北,0,1
2018,11,23,4,9.1,3.2,北,0,1
2018,11,23,5,8.3,2.9,北北東,0,1
2018,11,23,6,8.1,2.7,北北東,0,1
2018,11,23,7,6.8,1.8,北東,0,1
2018,11,23,8,8.9,1.9,北東,0,1
2018,11,23,9,10.8,2.6,北北西,0,1
2018,11,23,10,12.3,3.0,北北西,0,1
2018,11,23,11,13.5,3.2,北西,0,1
2018,11,23,12,14.9,2.3,北北西,0,1
2018,11,23,13,14.7,3.0,北西,0,1
2018,11,23,14,14.5,1.9,北北西,0,1
2018,11,23,15,14.2,1.6,北北西,0,1
2018,11,23,16,13.3,3.4,北西,0,1
2018,11,23,17,13.1,2.4,北北東,0,1
2018,11,23,18,11.5,1.6,北北西,0,1
2018,11,23,19,10.5,1.6,北北西,0,1
2018,11,23,20,9.4,1.4,北北西,0,1
2018,11,23,21,9.9,1.8,北北東,0,1
2018,11,23,22,9.5,2.7,北北東,0,1
2018,11,23,23,9.0,2.4,北東,0,1
2018,11,23,24,8.4,2.3,北北東,0,1
2018,11,24,1,8.4,0.9,北東,0,1
2018,11,24,2,8.5,1.6,北北東,0,1
2018,11,24,3,8.4,2.2,北北東,0,1
2018,11,24,4,8.3,2.2,北北東,0,1
2018,11,24,5,7.7,2.2,北北東,0,1
2018,11,24,6,7.9,1.9,北,0,1
2018,11,24,7,7.9,2.2,北北西,0,1
2018,11,24,8,8.7,1.8,北,0,1
2018,11,24,9,9.4,2.7,北東,0,1
2018,11,24,10,10.0,1.5,北,0,1
2018,11,24,11,10.1,1.8,北北東,0,1
2018,11,24,12,10.6,1.6,北東,0,1
2018,11,24,13,11.6,2.1,北北東,0,1
2018,11,24,14,11.3,2.0,北北東,0,1
2018,11,24,15,11.5,0.8,北東,0,1
2018,11,24,16,10.3,1.7,東,0,1
2018,11,24,17,9.8,2.9,北東,0,1
2018,11,24,18,10.8,3.4,北東,0,1
2018,11,24,19,9.1,1.9,北東,0,1
2018,11,24,20,9.5,1.7,北,0,1
2018,11,24,21,8.6,1.4,北,0,1
2018,11,24,22,9.1,1.9,北西,0,1
2018,11,24,23,9.0,1.7,北北西,0,1
2018,11,24,24,8.3,2.8,北西,0,1
2018,11,25,1,8.3,3.9,北西,0,1
2018,11,25,2,7.3,2.0,北北西,0,1
2018,11,25,3,8.3,2.4,北北西,0,1
2018,11,25,4,7.7,2.3,北北西,0,1
2018,11,25,5,7.1,2.4,北,0,1
2018,11,25,6,7.0,2.4,北北西,0,1
2018,11,25,7,6.8,1.7,北北西,0,1
2018,11,25,8,8.7,2.6,北西,0,1
2018,11,25,9,10.2,3.2,北北西,0,1
2018,11,25,10,11.6,2.4,北西,0,1
2018,11,25,11,12.8,2.6,北北西,0,1
2018,11,25,12,13.3,2.0,西北西,0,1
2018,11,25,13,13.8,1.5,南南東,0,1
2018,11,25,14,13.7,1.0,西北西,0,1
2018,11,25,15,13.7,0.8,南南西,0,1
2018,11,25,16,12.2,2.0,南,0,1
2018,11,25,17,10.4,1.7,南南西,0,1
2018,11,25,18,10.7,2.2,南南西,0,1
2018,11,25,19,9.7,0.9,南,0,1
2018,11,25,20,10.0,0.7,南南西,0,1
2018,11,25,21,9.9,1.9,北北東,0,1
2018,11,25,22,10.4,2.5,北西,0,1
2018,11,25,23,9.4,1.2,北北西,0,1
2018,11,25,24,8.9,1.5,北西,0,1
2018,11,26,1,8.1,1.7,西,0,1
2018,11,26,2,8.1,2.1,北西,0,1
2018,11,26,3,7.4,1.3,西北西,0,1
